3,1,840.0664710758535,470.0,112.08750249516584,95.22044464687292
3,2,652.2118698627004,517.1022232343647,125.57626027459924,115.55911070625405
3,3,664.0759659675977,420.0,100.06851271167773,83.22044464687292
3,4,875.6928531676606,597.2204446468729,135.83473831155175,109.55911070625405
3,5,659.7083798268801,137.0,64.02412963998574,49.22044464687295
3,6,896.4616688610051,721.2204446468729,135.8562176311168,128.0
3,7,539.1500481088415,229.77955535312702,76.92034842918997,64.77955535312702
3,8,504.18767879285554,277.11822141250815,88.18375312054309,83.32266788123769
3,9,805.0040807991462,310.2204446468729,91.77139375483455,92.77955535312708
3,10,777.1713921248277,148.0,68.43677110347164,64.4408892937459
3,11,796.5958440865481,260.220444646873,83.02875647377664,63.0
3,13,484.95146975338906,333.779555353127,99.75839443384058,44.77955535312702
3,14,425.02875647377664,371.3386660593811,171.94248705244672,257.0
5,1,838.8245223496397,468.46700269811845,113.56068044420658,96.50922109630824
5,2,651.6982817297245,514.3610502393866,125.84560968051653,116.04931841621772
5,3,664.5356354344663,420.0,98.90500032738998,82.20930702086594
5,4,874.4360693582422,594.7027286964017,138.1031715620046,111.56443383108012
5,5,660.441562759389,137.76950355199958,62.8394375683921,48.2070262155857
5,6,895.1178010432095,717.159637196375,138.025253606231,130.28975355548755
5,7,538.9530124168003,230.783016431744,76.3109587346554,64.26618173151996
5,8,506.3227120758461,279.65732999628676,85.18324084645133,80.29885479001234
5,9,805.0058317212789,309.8981752967633,92.09016126067877,93.10182470323667
5,10,777.1276264347086,148.0,67.99513439265377,63.95372111629064
5,11,795.2919174585486,259.21264193702507,83.10230464960273,63.0
5,13,483.1358918439464,334.0248212741028,101.89751724740472,45.7810565164969
5,14,425.2567836619376,372.07232063343736,173.77618623161237,260.05300474065007
7,1,838.0592381264174,462.1122088177061,114.053742881532,96.9335496940048
7,2,651.333876843258,511.3616303461978,126.32709989534123,116.9044193858931
7,3,665.4260614464313,418.51255577517304,97.80993357666955,81.16552932701336
7,4,873.8526295288309,592.440479627745,138.47917646692815,112.18408461600757
7,5,661.079076443413,138.01006182548113,61.69150832262778,47.16177812531242
7,6,894.7104601713182,715.53618385201,138.86950862832794,131.08669358851273
7,7,539.3232648378806,232.56678871642876,75.26455688619944,63.33932967953646
7,8,507.5534770792648,280.3352435378301,84.58034284156076,79.51324294749452
7,10,777.0550110707746,147.25595703942366,67.95958856042375,63.8374057187892
7,11,794.7458373936362,258.65177530336047,83.10230479041286,63.0
7,13,482.67054591339024,334.0876340776732,102.39148091341235,46.092159104460734
7,14,425.4896476523516,372.9887861313986,173.3107138462687,259.56459418468586
9,1,837.8768058566241,458.56262757128144,114.09652097681851,97.06471250258932
9,2,649.9802680193987,507.6021818335337,127.54095113540438,118.58668351234769
9,3,663.7611605655329,412.96189090156435,99.93260567233904,83.02243329646501
9,4,871.4582686438583,589.5918164659898,141.59251103383008,115.17686875810944
9,5,660.9047499656806,138.07379416888728,60.640447897403874,46.124660269724586
9,7,540.1729178320923,233.12957489873378,74.21450653938928,62.30852685707441
9,8,508.0842151758068,280.4737769818835,84.06078333378241,78.63505851741098
9,10,777.2787814473896,147.04395321116002,67.47596590976593,63.383117509564414
9,11,796.6459897216881,257.15785464052544,81.20183335079889,61.28940028603756
9,13,482.30041413743135,334.0934146698148,103.75108982547209,46.8781186700117
9,14,424.461983119587,373.2517809978459,173.8935757102886,260.77156940366774
9,15,649.4216846117395,629.7835709735118,137.74074914365497,118.9116275914148
11,1,837.819013937931,456.0284888210526,114.13277829304127,97.09657909172398
11,2,650.0528618120073,504.99778876128903,126.19080400884991,117.76124236561373
11,3,665.1402832563127,411.101465305572,97.46379625360157,80.8873840546413
11,4,870.5477217248105,587.9589578453161,142.1548564111274,116.1887053947321
11,5,661.4775249027794,138.0822294838337,59.75076641140117,45.09760099688563
11,7,540.4060736414953,233.98536294459058,73.99386015567893,61.96813710638958
11,8,508.8083916144425,281.8798325281922,84.16551927150226,78.43084674489825
11,11,794.8523597118769,256.1065331823324,82.86119604470844,62.42760820314379
11,13,470.7411317011678,334.0855479971553,123.6784749066112,56.79480122683407
11,14,423.48371790952785,374.6985648042904,175.3132782642906,263.2553697239391
11,15,642.4627236297443,623.9645483507611,154.52941118088086,134.0579601552672
13,1,836.7736660988274,452.4827194964117,115.53480414303692,98.47249934287066
13,2,649.3126850685517,501.4338536489019,125.88483582216065,118.10241333205153
13,3,666.3761868557945,409.12947016731727,95.1153106353463,78.72230597937858
13,4,877.5214497440061,579.9595949378963,124.37742515993284,100.84923574629647
13,5,661.505553799306,138.07482826388897,59.80554443355504,44.78297615543096
13,6,891.8125918323423,696.0199437833229,136.92035168876475,129.29151433740014
13,7,539.3471182949577,234.24789547813623,74.81690718146092,62.56265630449741
13,8,509.22741890589043,283.01483774532903,83.81784401698519,77.73127617617195
13,9,801.1961356463356,298.3639489152847,88.0671084154759,89.18493683366972
13,11,794.018751566024,255.08774512427237,85.29233588060822,64.17494151091182
13,13,465.82618027284923,334.7136134284678,131.74757494906567,61.54300143827936
13,14,423.42967306578123,377.2390006283459,175.22465980151992,263.4259470046597
13,15,659.0232827034089,619.4300368510112,121.56196826695907,104.22097926964943
